2018-11-18 17:24:46.775793: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-11-18 17:24:47.204393: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: Tesla M40 major: 5 minor: 2 memoryClockRate(GHz): 1.112
pciBusID: 0000:04:00.0
totalMemory: 11.17GiB freeMemory: 10.96GiB
2018-11-18 17:24:47.204465: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: Tesla M40, pci bus id: 0000:04:00.0, compute capability: 5.2)
2018-11-18 17:24:51.778049: W tensorflow/core/common_runtime/bfc_allocator.cc:217] Allocator (GPU_0_bfc) ran out of memory trying to allocate 3.38GiB. The caller indicates that this is not a failure, but may mean that there could be performance gains if more memory is available.
2018-11-18 17:24:52.775444: W tensorflow/core/common_runtime/bfc_allocator.cc:217] Allocator (GPU_0_bfc) ran out of memory trying to allocate 3.02GiB. The caller indicates that this is not a failure, but may mean that there could be performance gains if more memory is available.
[<tf.Variable 'Variable:0' shape=() dtype=bool_ref>, <tf.Variable 'encoder1_1/encoder1_1_conv/kernel:0' shape=(3, 3, 1, 16) dtype=float32_ref>, <tf.Variable 'encoder1_1/encoder1_1_batch_norm/beta:0' shape=(16,) dtype=float32_ref>, <tf.Variable 'encoder1_1/encoder1_1_batch_norm/gamma:0' shape=(16,) dtype=float32_ref>, <tf.Variable 'encoder1_2/encoder1_2_conv/kernel:0' shape=(3, 3, 16, 32) dtype=float32_ref>, <tf.Variable 'encoder1_2/encoder1_2_batch_norm/beta:0' shape=(32,) dtype=float32_ref>, <tf.Variable 'encoder1_2/encoder1_2_batch_norm/gamma:0' shape=(32,) dtype=float32_ref>, <tf.Variable 'encoder2_1/encoder2_1_conv/kernel:0' shape=(3, 3, 32, 32) dtype=float32_ref>, <tf.Variable 'encoder2_1/encoder2_1_batch_norm/beta:0' shape=(32,) dtype=float32_ref>, <tf.Variable 'encoder2_1/encoder2_1_batch_norm/gamma:0' shape=(32,) dtype=float32_ref>, <tf.Variable 'encoder2_2/encoder2_2_conv/kernel:0' shape=(3, 3, 32, 64) dtype=float32_ref>, <tf.Variable 'encoder2_2/encoder2_2_batch_norm/beta:0' shape=(64,) dtype=float32_ref>, <tf.Variable 'encoder2_2/encoder2_2_batch_norm/gamma:0' shape=(64,) dtype=float32_ref>, <tf.Variable 'encoder3_1/encoder3_1_conv/kernel:0' shape=(3, 3, 64, 64) dtype=float32_ref>, <tf.Variable 'encoder3_1/encoder3_1_batch_norm/beta:0' shape=(64,) dtype=float32_ref>, <tf.Variable 'encoder3_1/encoder3_1_batch_norm/gamma:0' shape=(64,) dtype=float32_ref>, <tf.Variable 'encoder3_2/encoder3_2_conv/kernel:0' shape=(3, 3, 64, 128) dtype=float32_ref>, <tf.Variable 'encoder3_2/encoder3_2_batch_norm/beta:0' shape=(128,) dtype=float32_ref>, <tf.Variable 'encoder3_2/encoder3_2_batch_norm/gamma:0' shape=(128,) dtype=float32_ref>, <tf.Variable 'encoder4_1/encoder4_1_conv/kernel:0' shape=(3, 3, 128, 128) dtype=float32_ref>, <tf.Variable 'encoder4_1/encoder4_1_batch_norm/beta:0' shape=(128,) dtype=float32_ref>, <tf.Variable 'encoder4_1/encoder4_1_batch_norm/gamma:0' shape=(128,) dtype=float32_ref>, <tf.Variable 'encoder4_2/encoder4_2_conv/kernel:0' shape=(3, 3, 128, 256) dtype=float32_ref>, <tf.Variable 'encoder4_2/encoder4_2_batch_norm/beta:0' shape=(256,) dtype=float32_ref>, <tf.Variable 'encoder4_2/encoder4_2_batch_norm/gamma:0' shape=(256,) dtype=float32_ref>, <tf.Variable 'deconv3/deconv3_deconv/filter:0' shape=(4, 4, 256, 256) dtype=float32_ref>, <tf.Variable 'deconv3/deconv3_batch_norm/beta:0' shape=(256,) dtype=float32_ref>, <tf.Variable 'deconv3/deconv3_batch_norm/gamma:0' shape=(256,) dtype=float32_ref>, <tf.Variable 'decoder3_1/decoder3_1_conv/kernel:0' shape=(3, 3, 384, 128) dtype=float32_ref>, <tf.Variable 'decoder3_1/decoder3_1_batch_norm/beta:0' shape=(128,) dtype=float32_ref>, <tf.Variable 'decoder3_1/decoder3_1_batch_norm/gamma:0' shape=(128,) dtype=float32_ref>, <tf.Variable 'decoder3_2/decoder3_2_conv/kernel:0' shape=(3, 3, 128, 128) dtype=float32_ref>, <tf.Variable 'decoder3_2/decoder3_2_batch_norm/beta:0' shape=(128,) dtype=float32_ref>, <tf.Variable 'decoder3_2/decoder3_2_batch_norm/gamma:0' shape=(128,) dtype=float32_ref>, <tf.Variable 'deconv2/deconv2_deconv/filter:0' shape=(4, 4, 128, 128) dtype=float32_ref>, <tf.Variable 'deconv2/deconv2_batch_norm/beta:0' shape=(128,) dtype=float32_ref>, <tf.Variable 'deconv2/deconv2_batch_norm/gamma:0' shape=(128,) dtype=float32_ref>, <tf.Variable 'decoder2_1/decoder2_1_conv/kernel:0' shape=(3, 3, 192, 64) dtype=float32_ref>, <tf.Variable 'decoder2_1/decoder2_1_batch_norm/beta:0' shape=(64,) dtype=float32_ref>, <tf.Variable 'decoder2_1/decoder2_1_batch_norm/gamma:0' shape=(64,) dtype=float32_ref>, <tf.Variable 'decoder2_2/decoder2_2_conv/kernel:0' shape=(3, 3, 64, 64) dtype=float32_ref>, <tf.Variable 'decoder2_2/decoder2_2_batch_norm/beta:0' shape=(64,) dtype=float32_ref>, <tf.Variable 'decoder2_2/decoder2_2_batch_norm/gamma:0' shape=(64,) dtype=float32_ref>, <tf.Variable 'deconv1/deconv1_deconv/filter:0' shape=(4, 4, 64, 64) dtype=float32_ref>, <tf.Variable 'deconv1/deconv1_batch_norm/beta:0' shape=(64,) dtype=float32_ref>, <tf.Variable 'deconv1/deconv1_batch_norm/gamma:0' shape=(64,) dtype=float32_ref>, <tf.Variable 'decoder1_1/decoder1_1_conv/kernel:0' shape=(3, 3, 96, 32) dtype=float32_ref>, <tf.Variable 'decoder1_1/decoder1_1_batch_norm/beta:0' shape=(32,) dtype=float32_ref>, <tf.Variable 'decoder1_1/decoder1_1_batch_norm/gamma:0' shape=(32,) dtype=float32_ref>, <tf.Variable 'decoder1_2/decoder1_2_conv/kernel:0' shape=(3, 3, 32, 32) dtype=float32_ref>, <tf.Variable 'decoder1_2/decoder1_2_batch_norm/beta:0' shape=(32,) dtype=float32_ref>, <tf.Variable 'decoder1_2/decoder1_2_batch_norm/gamma:0' shape=(32,) dtype=float32_ref>, <tf.Variable 'predicted_prob/kernel:0' shape=(1, 1, 32, 2) dtype=float32_ref>, <tf.Variable 'predicted_prob/bias:0' shape=(2,) dtype=float32_ref>]
with: 10956236 trainables
Total number of trainable parameters: 2739059
train loss: 0.695198, valid loss: 0.691827, train accuracy: 0.475965, val accuracy: 0.945139, step: 0
train loss: 0.684835, valid loss: 0.689867, train accuracy: 0.827879, val accuracy: 0.946734, step: 1
train loss: 0.668260, valid loss: 0.687265, train accuracy: 0.776284, val accuracy: 0.943650, step: 2
train loss: 0.655269, valid loss: 0.683948, train accuracy: 0.797498, val accuracy: 0.946354, step: 3
train loss: 0.641549, valid loss: 0.679691, train accuracy: 0.864229, val accuracy: 0.949051, step: 4
train loss: 0.627671, valid loss: 0.674152, train accuracy: 0.941780, val accuracy: 0.951425, step: 5
train loss: 0.612073, valid loss: 0.667864, train accuracy: 0.944603, val accuracy: 0.947877, step: 6
train loss: 0.597600, valid loss: 0.660237, train accuracy: 0.949968, val accuracy: 0.948415, step: 7
train loss: 0.584666, valid loss: 0.651444, train accuracy: 0.944664, val accuracy: 0.945477, step: 8
train loss: 0.571043, valid loss: 0.640055, train accuracy: 0.946423, val accuracy: 0.950816, step: 9
train loss: 0.558185, valid loss: 0.628294, train accuracy: 0.944894, val accuracy: 0.945838, step: 10
train loss: 0.544235, valid loss: 0.614473, train accuracy: 0.948712, val accuracy: 0.945234, step: 11
train loss: 0.533583, valid loss: 0.598592, train accuracy: 0.944975, val accuracy: 0.949091, step: 12
train loss: 0.521160, valid loss: 0.583019, train accuracy: 0.944642, val accuracy: 0.948648, step: 13
train loss: 0.508360, valid loss: 0.567265, train accuracy: 0.946591, val accuracy: 0.946918, step: 14
train loss: 0.495892, valid loss: 0.549655, train accuracy: 0.948359, val accuracy: 0.949011, step: 15
train loss: 0.487447, valid loss: 0.532413, train accuracy: 0.942025, val accuracy: 0.948387, step: 16
train loss: 0.474617, valid loss: 0.517007, train accuracy: 0.944601, val accuracy: 0.945647, step: 17
train loss: 0.464273, valid loss: 0.500056, train accuracy: 0.944411, val accuracy: 0.948383, step: 18
train loss: 0.450998, valid loss: 0.486050, train accuracy: 0.948730, val accuracy: 0.948061, step: 19
train loss: 0.440055, valid loss: 0.471807, train accuracy: 0.948676, val accuracy: 0.949802, step: 20
train loss: 0.429610, valid loss: 0.461242, train accuracy: 0.949039, val accuracy: 0.945604, step: 21
train loss: 0.420766, valid loss: 0.444050, train accuracy: 0.946878, val accuracy: 0.950240, step: 22
train loss: 0.411279, valid loss: 0.426088, train accuracy: 0.948726, val accuracy: 0.951388, step: 23
train loss: 0.402508, valid loss: 0.410046, train accuracy: 0.947297, val accuracy: 0.950411, step: 24
train loss: 0.391159, valid loss: 0.398089, train accuracy: 0.951268, val accuracy: 0.948108, step: 25
train loss: 0.380536, valid loss: 0.387466, train accuracy: 0.948692, val accuracy: 0.945112, step: 26
train loss: 0.377056, valid loss: 0.367679, train accuracy: 0.941883, val accuracy: 0.948247, step: 27
train loss: 0.362702, valid loss: 0.352489, train accuracy: 0.950352, val accuracy: 0.947645, step: 28
train loss: 0.357933, valid loss: 0.343463, train accuracy: 0.945367, val accuracy: 0.944219, step: 29
train loss: 0.349773, valid loss: 0.340601, train accuracy: 0.948894, val accuracy: 0.947893, step: 30
train loss: 0.339623, valid loss: 0.326499, train accuracy: 0.948942, val accuracy: 0.943234, step: 31
train loss: 0.334493, valid loss: 0.311958, train accuracy: 0.945849, val accuracy: 0.948239, step: 32
train loss: 0.324168, valid loss: 0.303937, train accuracy: 0.946588, val accuracy: 0.945934, step: 33
train loss: 0.316129, valid loss: 0.292947, train accuracy: 0.948157, val accuracy: 0.949036, step: 34
train loss: 0.311272, valid loss: 0.290742, train accuracy: 0.943478, val accuracy: 0.947852, step: 35
train loss: 0.301112, valid loss: 0.300477, train accuracy: 0.946830, val accuracy: 0.939497, step: 36
train loss: 0.291737, valid loss: 0.285040, train accuracy: 0.952713, val accuracy: 0.947121, step: 37
train loss: 0.287769, valid loss: 0.281250, train accuracy: 0.948152, val accuracy: 0.946239, step: 38
train loss: 0.280041, valid loss: 0.274605, train accuracy: 0.946910, val accuracy: 0.947932, step: 39
train loss: 0.277130, valid loss: 0.287530, train accuracy: 0.947001, val accuracy: 0.944797, step: 40
train loss: 0.268610, valid loss: 0.303745, train accuracy: 0.947420, val accuracy: 0.946576, step: 41
train loss: 0.262766, valid loss: 0.288042, train accuracy: 0.949686, val accuracy: 0.945323, step: 42
train loss: 0.257557, valid loss: 0.274087, train accuracy: 0.946639, val accuracy: 0.949872, step: 43
train loss: 0.249878, valid loss: 0.266138, train accuracy: 0.945982, val accuracy: 0.949156, step: 44
train loss: 0.246719, valid loss: 0.269572, train accuracy: 0.946276, val accuracy: 0.949979, step: 45
train loss: 0.243406, valid loss: 0.292698, train accuracy: 0.945696, val accuracy: 0.946938, step: 46
train loss: 0.234826, valid loss: 0.320311, train accuracy: 0.947138, val accuracy: 0.950143, step: 47
train loss: 0.234402, valid loss: 0.245910, train accuracy: 0.942445, val accuracy: 0.947248, step: 48
train loss: 0.230341, valid loss: 0.246164, train accuracy: 0.942094, val accuracy: 0.946712, step: 49
train loss: 0.223182, valid loss: 0.251893, train accuracy: 0.946544, val accuracy: 0.944657, step: 50
train loss: 0.217701, valid loss: 0.239460, train accuracy: 0.942682, val accuracy: 0.945250, step: 51
train loss: 0.216499, valid loss: 0.225870, train accuracy: 0.944184, val accuracy: 0.951591, step: 52
train loss: 0.210065, valid loss: 0.235696, train accuracy: 0.945559, val accuracy: 0.944318, step: 53
train loss: 0.207972, valid loss: 0.240318, train accuracy: 0.949034, val accuracy: 0.938401, step: 54
train loss: 0.197636, valid loss: 0.226351, train accuracy: 0.948241, val accuracy: 0.944616, step: 55
train loss: 0.192332, valid loss: 0.224912, train accuracy: 0.953188, val accuracy: 0.948302, step: 56
train loss: 0.195753, valid loss: 0.235017, train accuracy: 0.944003, val accuracy: 0.952312, step: 57
train loss: 0.194270, valid loss: 0.258214, train accuracy: 0.946665, val accuracy: 0.946804, step: 58
train loss: 0.191462, valid loss: 0.238065, train accuracy: 0.945313, val accuracy: 0.943673, step: 59
train loss: 0.185819, valid loss: 0.223325, train accuracy: 0.943896, val accuracy: 0.948586, step: 60
train loss: 0.180510, valid loss: 0.212634, train accuracy: 0.950765, val accuracy: 0.948414, step: 61
train loss: 0.177833, valid loss: 0.215344, train accuracy: 0.949067, val accuracy: 0.948551, step: 62
train loss: 0.171000, valid loss: 0.215407, train accuracy: 0.951236, val accuracy: 0.948982, step: 63
train loss: 0.171817, valid loss: 0.207970, train accuracy: 0.947399, val accuracy: 0.948955, step: 64
train loss: 0.171576, valid loss: 0.199361, train accuracy: 0.943816, val accuracy: 0.947350, step: 65
train loss: 0.167809, valid loss: 0.202334, train accuracy: 0.943556, val accuracy: 0.944220, step: 66
train loss: 0.165878, valid loss: 0.193864, train accuracy: 0.945221, val accuracy: 0.947035, step: 67
train loss: 0.162609, valid loss: 0.189366, train accuracy: 0.946046, val accuracy: 0.946601, step: 68
train loss: 0.159038, valid loss: 0.212461, train accuracy: 0.948128, val accuracy: 0.941227, step: 69
train loss: 0.156725, valid loss: 0.187431, train accuracy: 0.948931, val accuracy: 0.950005, step: 70
